Athlete,Year,Gold Medals,Silver Medals,Bronze Medals
Stanislav Kulinchenko,2000,1,0,0
Dmitry Kuzelev,2000,1,0,0
Tonje Larsen,2000,0,0,1
Andreas Larsson,2000,0,1,0
Andrey Lavrov,2000,1,0,0
Igor Lavrov,2000,1,0,0
Cecilie Leganger,2000,0,0,1
Ola Lindgren,2000,0,1,0
Stefan Lövgren,2000,0,1,0
Dóra Lowy,2000,0,1,0
Demetrio Lozano,2000,0,0,1
Enric Massip,2000,0,0,1
Karin Mortensen,2000,1,0,0
Anikó Nagy,2000,0,1,0
Anja Nielsen,2000,1,0,0
Jeanette Nilsen,2000,0,0,1
Jordi Nuñez,2000,0,0,1
Xavier O'Callaghan,2000,0,0,1
Josu Olalla,2000,0,0,1
Staffan Olsson,2000,0,1,0
Antonio Ortega,2000,0,0,1
Ildikó Pádár,2000,0,1,0
Katalin Pálinger,2000,0,1,0
Juan Pérez,2000,0,0,1
Rikke Petersen-Schmidt,2000,1,0,0
Johan Pettersson,2000,0,1,0
Sergey Pogorelov,2000,1,0,0
Bojana Radulovics,2000,0,1,0
Lene Rantala,2000,1,0,0
Marianne Rokne,2000,0,0,1
Christina Roslyng,2000,1,0,0
Monica Sandve,2000,0,0,1
Krisztina Sepsiné Pigniczki,2000,0,1,0
Judit Simics-Zsemberi,2000,0,1,0
Beáta Siti,2000,0,1,0
Tomas Sivertsson,2000,0,1,0
Pavel Sukosyan,2000,1,0,0
Tomas Svensson,2000,0,1,0
Birgitte Sættem,2000,0,0,1
Else-Marthe Sørlie Lybekk,2000,0,0,1
Pierre Thorsson,2000,0,1,0
Heidi Tjugum,2000,0,0,1
Dmitry Torgovanov,2000,1,0,0
Aleksandr Tuchkin,2000,1,0,0
Antonio Ugalde,2000,0,0,1
Iñaki Urdangarín,2000,0,0,1
Alberto Urdiales,2000,0,0,1
Mette Vestergaard,2000,1,0,0
Lev Voronin,2000,1,0,0
Ljubomir Vranjes,2000,0,1,0
Magnus Wislander,2000,0,1,0
Andrei Xepkin,2000,0,0,1
Kseniya Afanasyeva,2012,0,1,0
Krisztián Berki,2012,1,0,0
Diana Bulimar,2012,0,0,1
Diana Maria Chelaru,2012,0,0,1
Deng Linlin,2012,1,0,0
Anastasiya Grishina,2012,0,1,0
Guo Weiyang,2012,1,0,0
Fabian Hambüchen,2012,0,1,0
He Kexin,2012,0,1,0
Larisa Iordache,2012,0,0,1
Ryohei Kato,2012,0,1,0
Danell Leyva,2012,0,0,1
Matteo Morandi,2012,0,0,1
Sam Oldham,2012,0,0,1
Daniel Purvis,2012,0,0,1
Ihor Radivilov,2012,0,0,1
Kyla Ross,2012,1,0,0
Hamilton Sabot,2012,0,0,1
Sui Lu,2012,0,1,0
Kazuhito Tanaka,2012,0,1,0
Yusuke Tanaka,2012,0,1,0
Kristian Thomas,2012,0,0,1
Beth Tweddle,2012,0,0,1
Jordyn Wieber,2012,1,0,0
Koji Yamamuro,2012,0,1,0
Yang Hak-Seon,2012,1,0,0
Arthur Zanetti,2012,1,0,0
Zhang Chenglong,2012,1,0,0
Epke Zonderland,2012,1,0,0
Andreea Acatrinei,2008,0,0,1
Sasha Artemev,2008,0,0,1
Raj Bhavsar,2008,0,0,1
Leszek Blanik,2008,1,0,0
Thomas Bouhail,2008,0,1,0
Benoît Caranobe,2008,0,0,1
Oksana Chusovitina,2008,0,1,0
Gervasio Deferr,2008,0,1,0
Deng Linlin,2008,1,0,0
Gabriela Dragoi,2008,0,0,1
Anton Fokin,2008,0,0,1
Andreea Grigore,2008,0,0,1
Joey Hagerty,2008,0,0,1
Fabian Hambüchen,2008,0,0,1
Hong Un-Jong,2008,1,0,0
Huang Xu,2008,1,0,0
Jiang Yuyuan,2008,1,0,0
Takehiro Kashima,2008,0,1,0
Li Shanshan,2008,1,0,0
Chellsie Memmel,2008,0,1,0
Takuya Nakase,2008,0,1,0
Steliana Nistor,2008,0,0,1
Makoto Okiguchi,2008,0,1,0
Samantha Peszek,2008,0,1,0
Alicia Sacramone,2008,0,1,0
Koki Sakamoto,2008,0,1,0
Bridget Sloan,2008,0,1,0
Louis Smith,2008,0,0,1
Justin Spring,2008,0,0,1
Ana Tamârjan,2008,0,0,1
Kevin Tan,2008,0,0,1
Hiroyuki Tomita,2008,0,1,0
Filip Ude,2008,0,1,0
Oleksandr Vorobiov,2008,0,0,1
Yu Won-Cheol,2008,0,1,0
Oana Ban,2004,1,0,0
Mohini Bhardwaj,2004,0,1,0
Igor Cassina,2004,1,0,0
Jury Chechi,2004,0,0,1
Gervasio Deferr,2004,1,0,0
Jason Gatson,2004,0,1,0
Morgan Hamm,2004,0,1,0
Valeriy Honcharov,2004,1,0,0
Kim Dae-Eun,2004,0,1,0
Mariya Kryuchkova,2004,0,0,1
Émilie Le Pennec,2004,1,0,0
Li Xiaopeng,2004,0,0,1
Brett McClure,2004,0,1,0
Courtney McCool,2004,0,1,0
Hisashi Mizutori,2004,1,0,0
Patricia Moreno,2004,0,0,1
Daisuke Nakano,2004,1,0,0
Daniel Popescu,2004,0,0,1
Dan Potra,2004,0,0,1
Jevgenijs Sapronenko,2004,0,1,0
Razvan Selariu,2004,0,0,1
Kyle Shewfelt,2004,1,0,0
Silvia Stroescu,2004,1,0,0
Ioan Suciu,2004,0,0,1
Dimosthenis Tambakos,2004,1,0,0
Teng Haibin,2004,1,0,0
Naoya Tsukahara,2004,1,0,0
Blaine Wilson,2004,0,1,0
Yang Tae-Yeong,2004,0,0,1
Lyudmila Yezhova-Grebenkova,2004,0,0,1
Guard Young,2004,0,1,0
Yelena Zamolodchikova,2004,0,0,1
Zhang Nan,2004,0,0,1
Nataliya Ziganshina,2004,0,0,1
Maksim Alyoshin,2000,0,0,1
Leszek Blanik,2000,0,0,1
Loredana Boboc,2000,1,0,0
Anna Chepeleva,2000,0,1,0
Amy Chow,2000,0,0,1
Szilveszter Csollány,2000,1,0,0
Jamie Dantzscher,2000,0,0,1
Dominique Dawes,2000,0,0,1
Gervasio Deferr,2000,1,0,0
Dmitry Drevin,2000,0,0,1
Valeriy Honcharov,2000,0,1,0
Huang Xu,2000,1,0,0
Andreea Isarescu,2000,1,0,0
Anastasiya Kolesnikova,2000,0,1,0
Nikolay Kryukov,2000,0,0,1
Ling Jie,2000,0,1,0
Kristin Maloney,2000,0,0,1
Ruslan Mezentsev,2000,0,1,0
Valeriy Pereshkura,2000,0,1,0
Yevgeny Podgorny,2000,0,0,1
Éric Poujade,2000,0,1,0
Claudia Presacan,2000,1,0,0
Elise Ray,2000,0,0,1
Tasha Schwikert-Warren,2000,0,0,1
Oleksandr Svitlychniy,2000,0,1,0
Dimosthenis Tambakos,2000,0,1,0
Marius Urzica,2000,1,0,0
Benjamin Varonian,2000,0,1,0
Igors Vihrovs,2000,1,0,0
Xiao Junfeng,2000,1,0,0
Xing Aowei,2000,1,0,0
Yang Yun,2000,0,0,1
Zheng Lihui,2000,1,0,0
Roman Zozulia,2000,0,1,0
Alex Sandro,2012,0,1,0
Alexandre Pato,2012,0,1,0
Kozue Ando,2012,0,1,0
Javier Aquino,2012,1,0,0
Baek Seong-Dong,2012,0,0,1
Shannon Boxx,2012,1,0,0
Rachel Buehler,2012,1,0,0
Candace Chapman,2012,0,0,1
Darvin Chávez,2012,1,0,0
Lauren Cheney,2012,1,0,0
José Corona,2012,1,0,0
Javier Cortés,2012,1,0,0
Leandro Damião,2012,0,1,0
Danilo,2012,0,1,0
Giovani dos Santos,2012,1,0,0
Jorge Enríquez,2012,1,0,0
Marco Fabián,2012,1,0,0
Jonelle Filigno,2012,0,0,1
Miho Fukumoto,2012,0,1,0
Gabriel,2012,0,1,0
Ganso,2012,0,1,0
Robyn Gayle,2012,0,0,1
Gi Seong-Yong,2012,0,0,1
Gu Ja-Cheol,2012,0,0,1
Tobin Heath,2012,1,0,0
Héctor Herrera,2012,1,0,0
Hulk,2012,0,1,0
Hwang Seok-Ho,2012,0,0,1
Mana Iwabuchi,2012,0,1,0
Azusa Iwashimizu,2012,0,1,0
Jeong Seong-Ryong,2012,0,0,1
Jeong U-Yeong,2012,0,0,1
Ji Dong-Won,2012,0,0,1
Israel Jiménez,2012,1,0,0
Raúl Jiménez,2012,1,0,0
Juan,2012,0,1,0
Ayumi Kaihori,2012,0,1,0
Nahomi Kawasumi,2012,0,1,0
Kim Bo-Gyeong,2012,0,0,1
Kim Chang-Su,2012,0,0,1
Kim Gi-Hui,2012,0,0,1
Kim Hyeon-Seong,2012,0,0,1
Kim Yeong-Gwon,2012,0,0,1
Yukari Kinga,2012,0,1,0
Saki Kumagai,2012,0,1,0
Kaylyn Kyle,2012,0,0,1
Karina LeBlanc,2012,0,0,1
Lee Beom-Yeong,2012,0,0,1
Amy LePeilbet,2012,1,0,0
Sydney Leroux,2012,1,0,0
Carli Lloyd,2012,1,0,0
Lucas,2012,0,1,0
Marcelo,2012,0,1,0
Karina Maruyama,2012,0,1,0
Diana Matheson,2012,0,0,1
Erin McLeod,2012,0,0,1
Hiram Mier,2012,1,0,0
Heather Mitts,2012,1,0,0
Aya Miyama,2012,0,1,0
Alex Morgan,2012,1,0,0
Carmelina Moscato,2012,0,0,1
Yuki Nagasato-Ogimi,2012,0,1,0
Nam Tae-Hui,2012,0,0,1
Marie-Eve Nault,2012,0,0,1
Neto,2012,0,1,0
Neymar,2012,0,1,0
Kelley O'Hara,2012,1,0,0
Heather O'Reilly,2012,1,0,0
O Jae-Seok,2012,0,0,1
Shinobu Ohno,2012,0,1,0
Oscar,2012,0,1,0
Park Jong-Wu,2012,0,0,1
Park Ju-Yeong,2012,0,0,1
Kelly Parker,2012,0,0,1
Christie Pearce-Rampone,2012,1,0,0
Oribe Peralta,2012,1,0,0
Miguel Ponce,2012,1,0,0
Rafael,2012,0,1,0
Megan Rapinoe,2012,1,0,0
Diego Reyes,2012,1,0,0
Amy Rodriguez,2012,1,0,0
Rômulo,2012,0,1,0
Mizuho Sakaguchi,2012,0,1,0
Carlos Salcido,2012,1,0,0
Aya Sameshima,2012,0,1,0
Sandro,2012,0,1,0
Becky Sauerbrunn,2012,1,0,0
Homare Sawa,2012,0,1,0
Sophie Schmidt,2012,0,0,1
Desiree Scott,2012,0,0,1
Lauren Sesselmann,2012,0,0,1
Thiago Silva,2012,0,1,0
Christine Sinclair,2012,0,0,1
Hope Solo,2012,1,0,0
Chelsea Stewart,2012,0,0,1
Megumi Takase,2012,0,1,0
Asuna Tanaka,2012,0,1,0
Melissa Tancredi,2012,0,0,1
Brittany Timko,2012,0,0,1
Bruno Uvini,2012,0,1,0
Néstor Vidrio,2012,1,0,0
Abby Wambach,2012,1,0,0
Rhian Wilkinson,2012,0,0,1
Kyoko Yano,2012,0,1,0
Yun Seok-Yeong,2012,0,0,1
Lautaro Acosta,2008,1,0,0
Olubayo Adefemi,2008,0,1,0
Dele Adeleye,2008,0,1,0
Sergio Agüero,2008,1,0,0
Femi Ajilore,2008,0,1,0
Alexandre Pato,2008,0,0,1
Efe Ambrose,2008,0,1,0
Ânderson,2008,0,0,1
Andréia,2008,0,1,0
Nadine Angerer,2008,0,0,1
Victor Anichebe,2008,0,1,0
Onyekachi Apam,2008,0,1,0
Lira Bajramaj,2008,0,0,1
Éver Banega,2008,1,0,0
Bárbara,2008,0,1,0
Melanie Behringer,2008,0,0,1
Shannon Boxx,2008,1,0,0
Breno,2008,0,0,1
Linda Bresonik,2008,0,0,1
Rachel Buehler,2008,1,0,0
Diego Buonanotte,2008,1,0,0
Lori Chalupny,2008,1,0,0
Lauren Cheney,2008,1,0,0
Stephanie Cox,2008,1,0,0
Cristiane,2008,0,1,0
Daniela,2008,0,1,0
Ángel Di María,2008,1,0,0
Diego,2008,0,0,1
Emmanuel Ekpo,2008,0,1,0
Érika,2008,0,1,0
Ester,2008,0,1,0
Fabiana,2008,0,1,0
Federico Fazio,2008,1,0,0
Formiga,2008,0,1,0
Francielle,2008,0,1,0
Fernando Gago,2008,1,0,0
Ezequiel Garay,2008,1,0,0
Kerstin Garefrekes,2008,0,0,1
Tobin Heath,2008,1,0,0
Hernanes,2008,0,0,1
Ariane Hingst,2008,0,0,1
Angela Hucles,2008,1,0,0
Ilsinho,2008,0,0,1
Promise Isaac,2008,0,1,0
Monday James,2008,0,1,0
Jô,2008,0,0,1
Tasha Kai,2008,1,0,0
Sani Kaita,2008,0,1,0
Kóki,2008,0,1,0
Annike Krahn,2008,0,0,1
Simone Laudehr,2008,0,0,1
Ezequiel Lavezzi,2008,1,0,0
Renate Lingor,2008,0,0,1
Carli Lloyd,2008,1,0,0
Lucas,2008,0,0,1
Marcelo,2008,0,0,1
Marta,2008,0,1,0
Javier Mascherano,2008,1,0,0
Maurine,2008,0,1,0
Maycon,2008,0,1,0
Lionel Messi,2008,1,0,0
Anja Mittag,2008,0,0,1
Heather Mitts,2008,1,0,0
Fabián Monzón,2008,1,0,0
Thiago Neves,2008,0,0,1
Heather O'Reilly,2008,1,0,0
Victor Obinna,2008,0,1,0
Peter Odemwingie,2008,0,1,0
Chinedu Ogbuke,2008,0,1,0
Chibuzor Okonkwo,2008,0,1,0
Solomon Okoronkwo,2008,0,1,0
Célia Okoyino da Mbabi,2008,0,0,1
Nicolás Pareja,2008,1,0,0
Christie Pearce-Rampone,2008,1,0,0
Babett Peter,2008,0,0,1
Conny Pohlers,2008,0,0,1
Pretinha,2008,0,1,0
Birgit Prinz,2008,0,0,1
Rafinha,2008,0,0,1
Ramires,2008,0,0,1
Renan,2008,0,0,1
Juan Riquelme,2008,1,0,0
Amy Rodriguez,2008,1,0,0
Sergio Romero,2008,1,0,0
Ronaldinho,2008,0,0,1
Andréia Rosa,2008,0,1,0
Rosana,2008,0,1,0
Alex Silva,2008,0,0,1
Thiago Silva,2008,0,0,1
Simone,2008,0,1,0
Sandra Smisek,2008,0,0,1
Rafael Sóbis,2008,0,0,1
Kate Sobrero-Markgraf,2008,1,0,0
Hope Solo,2008,1,0,0
José Sosa,2008,1,0,0
Kerstin Stegemann,2008,0,0,1
Tânia Maranhão,2008,0,1,0
Lindsay Tarpley,2008,1,0,0
Óscar Ustari,2008,1,0,0
Ambruse Vanzekin,2008,0,1,0
Aly Wagner,2008,1,0,0
Pablo Zabaleta,2008,1,0,0
Aline,2004,0,1,0
Andréia,2004,0,1,0
Roberto Ayala,2004,1,0,0
Isabell Bachor,2004,0,0,1
Fredy Bareiro,2004,0,1,0
Diego Barreto,2004,0,1,0
Édgar Barreto,2004,0,1,0
Andrea Barzagli,2004,0,0,1
Pedro Benítez,2004,0,1,0
Daniele Bonera,2004,0,0,1
Cesare Bovo,2004,0,0,1
Shannon Boxx,2004,1,0,0
Nicolás Burdisso,2004,1,0,0
José Cardozo,2004,0,1,0
Brandi Chastain,2004,1,0,0
Giorgio Chiellini,2004,0,0,1
Fabricio Coloccini,2004,1,0,0
Ernesto Cristaldo,2004,0,1,0
Cristiane,2004,0,1,0
Andrés D'Alessandro,2004,1,0,0
Daniela,2004,0,1,0
Daniele De Rossi,2004,0,0,1
Simone Del Nero,2004,0,0,1
César Delgado,2004,1,0,0
José Devaca,2004,0,1,0
Osvaldo Díaz,2004,0,1,0
Marco Donadel,2004,0,0,1
Elaine,2004,0,1,0
Julio César Enciso,2004,0,1,0
Celso Esquivel,2004,0,1,0
Joy Fawcett,2004,1,0,0
Matteo Ferrari,2004,0,0,1
Diego Figueredo,2004,0,1,0
Formiga,2004,0,1,0
Julie Foudy,2004,1,0,0
Sonja Fuss,2004,0,0,1
Carlos Gamarra,2004,0,1,0
Kerstin Garefrekes,2004,0,0,1
Andrea Gasbarroni,2004,0,0,1
Alberto Gilardino,2004,0,0,1
Pablo Giménez,2004,0,1,0
Julio González,2004,0,1,0
Kily González,2004,1,0,0
Luis González,2004,1,0,0
Mariano González,2004,1,0,0
Grazielle,2004,0,1,0
Sarah Günther,2004,0,0,1
Mia Hamm,2004,1,0,0
Gabriel Heinze,2004,1,0,0
Ariane Hingst,2004,0,0,1
Angela Hucles,2004,1,0,0
Steffi Jones,2004,0,0,1
Juliana,2004,0,1,0
Kelly Cristina,2004,0,1,0
Kóki,2004,0,1,0
Kristine Lilly,2004,1,0,0
Renate Lingor,2004,0,0,1
Germán Lux,2004,1,0,0
Julio Manzur,2004,0,1,0
Marta,2004,0,1,0
Emilio Martínez,2004,0,1,0
Javier Mascherano,2004,1,0,0
Maycon,2004,0,1,0
Nicolás Medina,2004,1,0,0
Giandomenico Mesto,2004,0,0,1
Sandra Minnert,2004,0,0,1
Heather Mitts,2004,1,0,0
Mônica,2004,0,1,0
Emiliano Moretti,2004,0,0,1
Martina Müller,2004,0,0,1
Heather O'Reilly,2004,1,0,0
Viola Odebrecht,2004,0,0,1
Navina Omilade,2004,0,0,1
Angelo Palombo,2004,0,0,1
Cindy Parlow,2004,1,0,0
Christie Pearce-Rampone,2004,1,0,0
Ivan Pelizzoli,2004,0,0,1
Giampiero Pinzi,2004,0,0,1
Andrea Pirlo,2004,0,0,1
Conny Pohlers,2004,0,0,1
Pretinha,2004,0,1,0
Birgit Prinz,2004,0,0,1
Cat Reddick,2004,1,0,0
Clemente Rodríguez,2004,1,0,0
Mauro Rosales,2004,1,0,0
Rosana,2004,0,1,0
Roseli,2004,0,1,0
Silke Rottenberg,2004,0,0,1
Javier Saviola,2004,1,0,0
Giuseppe Sculli,2004,0,0,1
Briana Scurry,2004,1,0,0
Kate Sobrero-Markgraf,2004,1,0,0
Kerstin Stegemann,2004,0,0,1
Tânia Maranhão,2004,0,1,0
Lindsay Tarpley,2004,1,0,0
Carlos Tévez,2004,1,0,0
Aureliano Torres,2004,0,1,0
Aly Wagner,2004,1,0,0
Abby Wambach,2004,1,0,0
Petra Wimbersky,2004,0,0,1
Pia Wunderlich,2004,0,0,1
Patrice Abanda,2000,1,0,0
David Albelda,2000,0,1,0
Nicolas Alnoudji,2000,1,0,0
Cristián Álvarez,2000,0,0,1
Iván Amaya,2000,0,1,0
Miguel Ángel Angulo,2000,0,1,0
Daniel Aranzubia,2000,0,1,0
Francisco Arrué,2000,0,0,1
Clément Beaud,2000,1,0,0
Kristin Bekkevold,2000,1,0,0
Daniel Bekono,2000,1,0,0
Serge Branco,2000,1,0,0
Nicole Brandebusemeyer,2000,0,0,1
Capdevila,2000,0,1,0
Brandi Chastain,2000,0,1,0
Pablo Contreras,2000,0,0,1
Joël Epalle,2000,1,0,0
Gro Espeseth,2000,1,0,0
Samuel Eto'o,2000,1,0,0
Lorrie Fair,2000,0,1,0
Joy Fawcett,2000,0,1,0
Jordi Ferrón,2000,0,1,0
Doris Fitschen,2000,0,0,1
Julie Foudy,2000,0,1,0
Gabri,2000,0,1,0
Geremi,2000,1,0,0
Sebastián González,2000,0,0,1
Jeanette Götte,2000,0,0,1
Stefanie Gottschlich,2000,0,0,1
Inka Grings,2000,0,0,1
Ragnhild Gulbrandsen,2000,1,0,0
Solveig Gulbrandsen,2000,1,0,0
Mia Hamm,2000,0,1,0
Margunn Haugenes,2000,1,0,0
David Henríquez,2000,0,0,1
Ariane Hingst,2000,0,0,1
Melanie Hoffmann,2000,0,0,1
Manuel Ibarra,2000,0,0,1
Christine Bøe Jensen,2000,1,0,0
Steffi Jones,2000,0,0,1
José Mari,2000,0,1,0
Silje Jørgensen,2000,1,0,0
Idriss Carlos Kameni,2000,1,0,0
Monica Knudsen,2000,1,0,0
Gøril Kringen,2000,1,0,0
Lacruz,2000,0,1,0
Lauren,2000,1,0,0
Unni Lehn,2000,1,0,0
Kristine Lilly,2000,0,1,0
Renate Lingor,2000,0,0,1
Albert Luque,2000,0,1,0
Modeste M'Bami,2000,1,0,0
Patrick M'Boma,2000,1,0,0
Shannon MacMillan,2000,0,1,0
Claudio Maldonado,2000,0,0,1
Marchena,2000,0,1,0
Maren Meinert,2000,0,0,1
Dagny Mellgren,2000,1,0,0
Albert Meyong Ze,2000,1,0,0
Tiffeny Milbrett,2000,0,1,0
Serge Mimpo,2000,1,0,0
Sandra Minnert,2000,0,0,1
Claudia Müller,2000,0,0,1
Siri Mullinix,2000,0,1,0
Reinaldo Navia,2000,0,0,1
Daniel Ngom Kome,2000,1,0,0
Aaron Nguimbat,2000,1,0,0
Bente Nordby,2000,1,0,0
Rodrigo Núñez,2000,0,0,1
Rafael Olarra,2000,0,0,1
Patricio Ormazábal,2000,0,0,1
Cindy Parlow,2000,0,1,0
Christie Pearce-Rampone,2000,0,1,0
Marianne Pettersen,2000,1,0,0
David Pizarro,2000,0,0,1
Birgit Prinz,2000,0,0,1
Puyol,2000,0,1,0
Anita Rapp,2000,1,0,0
Pedro Reyes,2000,0,0,1
Hege Riise,2000,1,0,0
Mauricio Rojas,2000,0,0,1
Silke Rottenberg,2000,0,0,1
Ismael Ruiz,2000,0,1,0
Brit Sandaune,2000,1,0,0
Nikki Serlenga,2000,0,1,0
Kate Sobrero-Markgraf,2000,0,1,0
Kerstin Stegemann,2000,0,0,1
Patrick Suffo,2000,1,0,0
Tamudo,2000,0,1,0
Nelson Tapia,2000,0,0,1
Rodrigo Tello,2000,0,0,1
Toni,2000,0,1,0
Anne Tønnessen,2000,1,0,0
Unai,2000,0,1,0
Bettina Wiegmann,2000,0,0,1
Pierre Wome,2000,1,0,0
Tina Wunderlich,2000,0,0,1
Xavi,2000,0,1,0
Iván Zamorano,2000,0,0,1
Mao Asada,2010,0,1,0
Meryl Davis,2010,0,1,0
Oksana Domnina,2010,0,0,1
Kim Yeon-A,2010,1,0,0
Evan Lysacek,2010,1,0,0
Scott Moir,2010,1,0,0
Pang Qing,2010,0,1,0
Yevgeny Plyushchenko,2010,0,1,0
Joannie Rochette,2010,0,0,1
Aljona Sawtchenko,2010,0,0,1
Maksim Shabalin,2010,0,0,1
Shen Xue,2010,1,0,0
Robin Szolkowy,2010,0,0,1
Daisuke Takahashi,2010,0,0,1
Tong Jian,2010,0,1,0
Tessa Virtue,2010,1,0,0
Charlie White,2010,0,1,0
Zhao Hongbo,2010,1,0,0
Ben Agosto,2006,0,1,0
Shizuka Arakawa,2006,1,0,0
Tanith Belbin,2006,0,1,0
Jeff Buttle,2006,0,0,1
Sasha Cohen,2006,0,1,0
Ruslan Honcharov,2006,0,0,1
Olena Hrushyna,2006,0,0,1
Roman Kostomarov,2006,1,0,0
Stéphane Lambiel,2006,0,1,0
Maksim Marinin,2006,1,0,0
Tatyana Navka,2006,1,0,0
Yevgeny Plyushchenko,2006,1,0,0
Shen Xue,2006,0,0,1
Irina Slutskaya,2006,0,0,1
Tatyana Totmyanina,2006,1,0,0
Zhang Dan,2006,0,1,0
Zhang Hao,2006,0,1,0
Zhao Hongbo,2006,0,0,1
Marina Anissina,2002,1,0,0
Ilya Averbukh,2002,0,1,0
Yelena Berezhnaya,2002,1,0,0
Barbara Fusar Poli,2002,0,0,1
Timothy Goebel,2002,0,0,1
Sarah Hughes,2002,1,0,0
Michelle Kwan,2002,0,0,1
Irina Lobacheva,2002,0,1,0
Maurizio Margaglio,2002,0,0,1
Gwendal Peizerat,2002,1,0,0
David Pelletier,2002,1,0,0
Yevgeny Plyushchenko,2002,0,1,0
Jamie Salé,2002,1,0,0
Shen Xue,2002,0,0,1
Anton Sikharulidze,2002,1,0,0
Irina Slutskaya,2002,0,1,0
Aleksey Yagudin,2002,1,0,0
Zhao Hongbo,2002,0,0,1
Shannon Bahrke,2010,0,0,1
Dale Begg-Smith,2010,0,1,0
Hedda Berntsen,2010,0,1,0
Alexandre Bilodeau,2010,1,0,0
Aleksey Grishin,2010,1,0,0
Audun Grønvold,2010,0,0,1
Guo Xinxin,2010,0,0,1
Jennifer Heil,2010,0,1,0
Lydia Ierodiaconou-Lassila,2010,1,0,0
Marion Josserand,2010,0,0,1
Hannah Kearney,2010,1,0,0
Li Nina,2010,0,1,0
Liu Zhongqing,2010,0,0,1
Andreas Matt,2010,0,1,0
Ashleigh McIvor,2010,1,0,0
Jeret Peterson,2010,0,1,0
Mike Schmid,2010,1,0,0
Bryon Wilson,2010,0,0,1
Dale Begg-Smith,2006,1,0,0
Alisa Camplin,2006,0,0,1
Dmitry Dashchinsky,2006,0,1,0
Toby Dawson,2006,0,0,1
Han Xiaopeng,2006,1,0,0
Jennifer Heil,2006,1,0,0
Sandra Laoura,2006,0,0,1
Vladimir Lebedev,2006,0,0,1
Evelyne Leu,2006,1,0,0
Li Nina,2006,0,1,0
Mikko Ronkainen,2006,0,1,0
Kari Traa,2006,0,1,0
Shannon Bahrke,2002,0,1,0
Veronica Brenner,2002,0,1,0
Alisa Camplin,2002,1,0,0
Deidra Dionne,2002,0,0,1
Richard Gay,2002,0,0,1
Aleksey Grishin,2002,0,0,1
Janne Lahtela,2002,1,0,0
Travis Mayer,2002,0,1,0
Joe Pack,2002,0,1,0
Tae Satoya,2002,0,0,1
Kari Traa,2002,1,0,0
Aleš Valenta,2002,1,0,0
Alaaeldin Abouelkassem,2012,0,1,0
Valerio Aspromonte,2012,1,0,0
Giorgio Avola,2012,1,0,0
Suguru Awaji,2012,0,1,0
Sebastian Bachmann,2012,0,0,1
Andrea Baldini,2012,1,0,0
Andrea Cassarà,2012,1,0,0
Kenta Chida,2012,0,1,0
Choi Byeong-Cheol,2012,0,0,1
Choi Eun-Sook,2012,0,1,0
Choi In-Jeong,2012,0,1,0
Inna Deriglazova,2012,0,1,0
Tiberiu Dolniceanu,2012,0,1,0
Rares Dumitrescu,2012,0,1,0
Kamilla Gafurzyanova,2012,0,1,0
Gu Bon-Gil,2012,1,0,0
Britta Heidemann,2012,0,1,0
Courtney Hurley,2012,0,0,1
Kelley Hurley,2012,0,0,1
Jeon Hui-Suk,2012,0,0,1
Jeong Gil-Ok,2012,0,0,1
Jeong Hyo-Jeong,2012,0,1,0
Jeong Jin-Seon,2012,0,0,1
Peter Joppich,2012,0,0,1
Olha Kharlan,2012,0,0,1
Kim Jeong-Hwan,2012,1,0,0
Kim Ji-Yeon,2012,1,0,0
Benjamin Kleibrink,2012,0,0,1
Larisa Korobeynikova,2012,0,1,0
Nikolay Kovalyov,2012,0,0,1
Maya Lawrence,2012,0,0,1
Lei Sheng,2012,1,0,0
Li Na,2012,1,0,0
Rubén Limardo,2012,1,0,0
Luo Xiaojuan,2012,1,0,0
Ryo Miyake,2012,0,1,0
Aldo Montano,2012,0,0,1
Nam Hyeon-Hui,2012,0,0,1
O Eun-Seok,2012,1,0,0
Oh Ha-Na,2012,0,0,1
Yuki Ota,2012,0,1,0
Bartosz Piasecki,2012,0,1,0
Ilaria Salvatori,2012,1,0,0
Luigi Samele,2012,0,0,1
Susie Scanlan,2012,0,0,1
Aida Shanayeva,2012,0,1,0
Yana Shemiakina,2012,1,0,0
Sin A-Lam,2012,0,1,0
Alexandru Siri?eanu,2012,0,1,0
Áron Szilágyi,2012,1,0,0
Luigi Tarantino,2012,0,0,1
Sofiya Velikaya,2012,0,1,0
André Weßels,2012,0,0,1
Won Wu-Yeong,2012,1,0,0
Xu Anqi,2012,1,0,0
Florin Zalomir,2012,0,1,0
José Luis Abajo,2008,0,0,1
Robert Andrzejuk,2008,0,1,0
Bao Yingying,2008,0,1,0
Svetlana Boyko,2008,1,0,0
Ana Brânza,2008,0,1,0
Diego Confalonieri,2008,0,0,1
Mihai Covaliu,2008,0,0,1
Emily Cross,2008,0,1,0
Britta Heidemann,2008,1,0,0
Huang Haiyang,2008,0,1,0
Jérôme Jeannet,2008,1,0,0
Olha Kharlan,2008,1,0,0
Olena Khomrova,2008,1,0,0
Benjamin Kleibrink,2008,1,0,0
Yevgeniya Lamonova,2008,1,0,0
Aldo Montano,2008,0,0,1
Tim Morehouse,2008,0,1,0
Tomasz Motyka,2008,0,1,0
Nam Hyeon-Hui,2008,0,1,0
Ildikó Nébaldné Mincza,2008,0,0,1
Ni Hong,2008,0,1,0
